1052237153789390853,http://pbs.twimg.com/media/DppMHVlU8AA-0Q5.jpg,https://pbs.twimg.com/media/DppMHVlU8AA-0Q5.jpg
1052207832081129472,http://pbs.twimg.com/media/DpoxccxVAAAyrhB.jpg,https://pbs.twimg.com/media/DpoxccxVAAAyrhB.jpg
1052183746344960000,http://pbs.twimg.com/media/DpobiO2V4AAv1_k.jpg,https://pbs.twimg.com/media/DpobiO2V4AAv1_k.jpg
1052095305133510656,http://pbs.twimg.com/media/DpnLGqfXoAALUOA.jpg,https://pbs.twimg.com/media/DpnLGqfXoAALUOA.jpg
1052046529320640512,http://pbs.twimg.com/media/DpmevXDU0AAZY7Q.jpg,https://pbs.twimg.com/media/DpmevXDU0AAZY7Q.jpg
1051986424617041920,http://pbs.twimg.com/ext_tw_video_thumb/1051985321900953602/pu/img/9F6eX2gAmy1Ivov8.jpg,https://pbs.twimg.com/ext_tw_video_thumb/1051985321900953602/pu/img/9F6eX2gAmy1Ivov8.jpg
1051983768418828288,http://pbs.twimg.com/media/DpllpzpV4AAwiGm.jpg,https://pbs.twimg.com/media/DpllpzpV4AAwiGm.jpg
1051939199195045890,http://pbs.twimg.com/media/Dpk9HpEU8AA10YD.jpg,https://pbs.twimg.com/media/Dpk9HpEU8AA10YD.jpg
1051819926795608065,http://pbs.twimg.com/media/DpjQoxWUcAAWXC7.jpg,https://pbs.twimg.com/media/DpjQoxWUcAAWXC7.jpg
1051816186516664320,http://pbs.twimg.com/tweet_video_thumb/DpjNPWxUYAA2sjT.jpg,https://pbs.twimg.com/tweet_video_thumb/DpjNPWxUYAA2sjT.jpg
1051736964779692032,http://pbs.twimg.com/tweet_video_thumb/DpiFLCcXoAEwira.jpg,https://pbs.twimg.com/tweet_video_thumb/DpiFLCcXoAEwira.jpg
1051735650481758208,http://pbs.twimg.com/media/DpiD_wqVAAA7B-K.jpg,https://pbs.twimg.com/media/DpiD_wqVAAA7B-K.jpg
1051716586464133120,http://pbs.twimg.com/media/Dphyp1XVsAE90Ju.jpg,https://pbs.twimg.com/media/Dphyp1XVsAE90Ju.jpg
1051712932143198208,http://pbs.twimg.com/media/DphvVEgUUAAY00f.jpg,https://pbs.twimg.com/media/DphvVEgUUAAY00f.jpg
1051702256079233025,http://pbs.twimg.com/tweet_video_thumb/DphlnwIUUAEpL4o.jpg,https://pbs.twimg.com/tweet_video_thumb/DphlnwIUUAEpL4o.jpg
1051674207749210113,http://pbs.twimg.com/media/DphMHcaUYAYAnye.jpg,https://pbs.twimg.com/media/DphMHcaUYAYAnye.jpg
1051661466837901313,http://pbs.twimg.com/tweet_video_thumb/DphAgY2WsAAy_5P.jpg,https://pbs.twimg.com/tweet_video_thumb/DphAgY2WsAAy_5P.jpg
1051627074492882944,http://pbs.twimg.com/media/DpggthUUYAA2jeo.jpg,https://pbs.twimg.com/media/DpggthUUYAA2jeo.jpg
1051600944805212162,http://pbs.twimg.com/tweet_video_thumb/DpgJPwQVsAA2X7O.jpg,https://pbs.twimg.com/tweet_video_thumb/DpgJPwQVsAA2X7O.jpg
1051600162068430848,http://pbs.twimg.com/media/DpgIw3pVAAAZ0__.jpg,https://pbs.twimg.com/media/DpgIw3pVAAAZ0__.jpg
1051385677730832384,http://pbs.twimg.com/ext_tw_video_thumb/1051382861134065664/pu/img/deq_d1nGea0ez78G.jpg,https://pbs.twimg.com/ext_tw_video_thumb/1051382861134065664/pu/img/deq_d1nGea0ez78G.jpg
1051356183402033152,http://pbs.twimg.com/media/Dpcq4IQWkAAxW1w.jpg,https://pbs.twimg.com/media/Dpcq4IQWkAAxW1w.jpg
1051297087722205184,http://pbs.twimg.com/media/Dpb1DP6UwAEWLBl.jpg,https://pbs.twimg.com/media/Dpb1DP6UwAEWLBl.jpg
